number,uso_bici,address,lat,lon,total,nombre,coddistrit,codbarrio
257,281,"Plaza Salvador Soria, 8",39.44525124234686,-0.38910445245389036,20,SANT MARCEL.LI,9,4
258,159,Pintor Rafael Solves - Jose Soto Mico,39.43982822413676,-0.3891374575312111,15,CAMI REAL,9,5
259,302,Pio IX - Músico Cabanilles,39.44546024514969,-0.3930154660803912,20,CAMI REAL,9,5
260,230,Traginers - Pedrapiquers,39.45955629873093,-0.4072175039832668,20,VARA DE QUART,8,3
261,1076,Plaza Xuquer - Vinalopó,39.47667632834523,-0.35037729588168837,19,LA VEGA BAIXA,13,4
262,423,Tres Forques - Colonia Española de Mexico,39.463472312903384,-0.40922550688289966,20,LA FONTSANTA,7,4
263,227,Padre Esteban Pernet - Casa Misericordia,39.467043324648515,-0.4096445056541294,18,LA FONTSANTA,7,4
264,451,Av. del Cid - Marconi,39.46916033373618,-0.4144325204450301,20,LA LLUM,7,5
265,363,Alcasser - Poeta Alberto Lista,39.470973337167365,-0.40811749816977394,15,SOTERNES,7,2
266,156,Canal de Navarrés - Maestro Rodrigo,39.49028940014262,-0.40637147642320165,18,SANT PAU,4,4
267,183,Beniferri - Vicent Tomás Martí,39.49416841275147,-0.4059294716064297,16,BENIFERRI,18,2
268,73,"Plaza Luis Cano, 5",39.50144544298018,-0.41849350927046264,10,BENIMAMET,18,1
269,28,"Campamento, 81",39.49990744160243,-0.42626353678444817,15,BENIMAMET,18,1
270,149,Ninot - Regino Mas,39.50007542649037,-0.39288942312141745,16,CIUTAT FALLERA,16,2
271,162,Salvador Cerveró - Carlos Cortina,39.49927942267903,-0.38989141267304944,15,BENICALAP,16,1
272,673,Vicente la Roda - Ingeniero Fausto Elio,39.48062333339468,-0.33219023115385166,15,LA MALVA-ROSA,11,3
273,340,Moraira - Alta del Mar,39.450305232524904,-0.3332722584595297,15,NATZARET,11,5
274,216,San Francisco de Paula - Castell de Pop,39.44807022576504,-0.3331882593063431,15,NATZARET,11,5
275,418,Moreras - Rona de Nazaret,39.45230524022502,-0.3350652633218127,20,LA PUNTA,10,6
276,1029,Veles e Vents,39.46197526682713,-0.32376521655842594,20,EL GRAU,11,1
